ram,ram_category,ram_per_core,storage_ram_ratio,performance_score,battery_power,battery_wt_ratio,px_width,px_height,battery_category,pixel_density,screen_area,mobile_wt,n_cores,price_range
1511,1,503.67,5.71,8.16,1991,21.18,1377,751.0,2,87.14,136,94,3,1
2981,2,993.67,7.64,4.47,553,4.65,1517,993.0,0,226.64,21,119,3,2
3119,3,3119.0,2.23,2.18,1231,10.89,1663,43.0,1,166.36,36,113,1,3
3647,3,607.83,9.29,17.51,805,9.15,1538,1262.0,0,104.71,198,88,6,3
3148,3,393.5,4.1,30.22,764,5.03,511,361.0,0,32.93,126,152,8,2
2829,2,943.0,18.86,7.64,894,6.88,541,104.0,0,45.91,55,130,3,2
2373,2,791.0,19.03,18.51,1589,18.92,940,618.0,2,93.75,99,84,3,2
3998,3,499.75,9.74,51.17,1456,18.2,1666,815.0,1,264.95,18,80,8,3
316,0,158.0,80.76,0.32,743,7.82,1659,1587.0,0,114.79,190,95,2,0
999,0,142.71,48.35,14.69,1061,9.73,1330,138.0,1,78.66,192,109,7,0
1808,1,452.0,3.75,11.57,1428,9.33,983,584.0,1,87.95,96,153,4,1
589,0,196.33,11.85,4.95,674,7.25,772,750.0,0,56.65,108,93,3,0
3317,3,552.83,13.78,21.89,832,8.95,1366,820.0,0,177.02,48,93,6,3
670,0,83.75,66.29,2.68,1625,15.19,1219,8.0,2,71.71,48,107,8,0
584,0,584.0,62.66,0.82,907,6.01,507,171.0,0,44.59,99,151,1,0
2173,2,1086.5,5.85,2.17,1631,9.83,1735,960.0,2,152.53,36,166,2,2
1561,1,390.25,25.24,8.12,1584,11.73,1291,160.0,2,118.26,50,135,4,1
2073,2,1036.5,6.12,2.07,1382,6.94,719,612.0,1,55.54,112,199,2,1
1401,1,233.5,31.33,11.77,633,6.21,1915,709.0,0,102.1,266,102,6,1
3764,3,537.71,10.06,55.33,1444,13.88,917,624.0,1,73.94,126,104,7,3
1275,1,255.0,40.15,10.2,852,5.8,730,538.0,0,64.77,91,147,5,0
1464,1,183.0,30.73,8.2,922,5.87,1808,1295.0,0,123.55,68,157,8,1
2885,2,961.67,19.54,12.98,1745,10.97,1908,1164.0,2,159.65,143,159,3,3
3458,3,432.25,1.73,63.63,862,8.06,1977,829.0,0,214.38,36,107,8,3
3019,3,754.75,17.06,25.36,1754,17.37,1452,199.0,2,122.13,66,101,4,3
1083,1,1083.0,31.1,2.71,1008,9.25,1972,825.0,1,305.37,24,109,1,1
3538,3,3538.0,9.28,1.77,1569,10.67,930,519.0,2,56.05,18,147,1,3
2493,2,1246.5,2.76,14.46,1596,10.71,1190,169.0,2,80.13,168,149,2,2
3726,3,621.0,16.32,11.18,1807,13.49,1968,1734.0,2,291.44,40,134,6,3
1531,1,1531.0,4.39,4.29,1660,9.02,1165,76.0,2,89.81,72,184,1,1
601,0,85.86,80.07,3.79,1861,12.57,1877,1698.0,2,316.38,35,148,7,1
2991,2,598.2,2.65,28.41,648,7.12,1997,819.0,0,239.82,56,91,5,2
3912,3,489.0,4.85,15.65,1379,10.29,671,387.0,1,64.55,22,134,8,3
309,0,154.5,84.63,1.05,1910,16.61,1284,985.0,2,179.81,32,115,2,0
323,0,40.38,31.29,5.17,1807,11.66,974,970.0,2,137.46,27,155,8,0
1489,1,1489.0,29.6,0.74,1923,10.07,1759,767.0,2,174.45,90,191,1,1
1322,1,440.67,27.32,11.9,1345,8.3,1465,512.0,1,155.19,18,162,3,1
1846,1,230.75,7.36,23.63,904,8.86,760,56.0,0,95.26,42,102,8,1
417,0,208.5,102.52,1.0,1239,10.16,661,590.0,1,98.45,48,122,2,0
3269,3,817.25,15.79,11.77,1330,15.83,1304,462.0,1,69.17,114,84,4,3
3731,3,3731.0,8.01,2.61,516,3.74,698,126.0,0,39.4,221,138,1,2
667,0,166.75,71.87,1.33,672,7.07,1143,578.0,0,71.16,136,95,4,0
1241,1,1241.0,35.83,0.62,892,9.49,1782,655.0,0,146.04,36,94,1,1
3941,3,656.83,5.82,11.82,1778,17.6,1445,1028.0,2,88.67,114,101,6,3
1018,1,203.6,53.01,12.72,1130,8.56,1261,88.0,1,70.23,17,132,5,0
3142,3,1571.0,18.62,3.77,1359,15.8,1902,1692.0,1,127.28,57,86,2,3
1444,1,288.8,31.12,18.05,1866,20.97,1782,358.0,2,227.2,28,89,5,1
934,0,934.0,33.59,2.15,1597,17.94,1667,64.0,2,98.13,160,89,1,0
3863,3,482.88,14.98,86.53,1046,10.46,1040,259.0,1,59.54,204,100,8,3
3506,3,1168.67,12.49,6.31,1035,10.45,1960,236.0,1,131.61,70,99,3,3
1944,1,277.71,9.51,17.69,1175,7.16,1394,873.0,1,164.48,36,164,7,1
348,0,87.0,25.01,0.7,1261,14.01,1591,858.0,1,120.51,126,90,4,0
550,0,137.5,80.05,1.54,1068,8.61,1910,1405.0,1,182.39,96,124,4,0
971,0,138.71,19.08,20.39,1713,16.47,890,237.0,2,76.75,110,104,7,0
3984,3,569.14,5.26,69.72,1688,9.93,864,650.0,2,60.07,238,170,7,3
2973,2,594.6,14.98,7.43,1413,13.59,1994,1942.125,1,154.64,136,104,5,3
2019,2,403.8,5.31,5.05,559,6.82,823,541.0,0,89.54,40,82,5,1
1587,1,226.71,11.52,28.88,1483,10.16,1552,361.0,1,159.34,36,146,7,1
1870,1,267.14,24.92,20.94,860,4.6,1463,335.0,0,83.38,34,187,7,1
1352,1,338.0,19.01,7.03,1090,11.98,1910,1638.0,1,419.36,5,91,4,1
570,0,95.0,4.57,1.71,686,7.54,1392,1109.0,0,222.47,42,91,6,0
546,0,91.0,67.91,4.26,818,4.62,510,111.0,0,40.15,72,177,6,0
3624,3,1208.0,13.47,17.4,1456,7.54,1427,1285.0,1,147.72,132,193,3,3
2944,2,1472.0,3.36,2.94,774,4.12,1731,1480.0,0,253.05,48,188,2,2
1209,1,151.12,14.84,4.84,1068,5.42,875,322.0,1,46.62,228,197,8,0
2752,2,458.67,10.4,31.37,1373,9.74,1348,1220.0,1,113.63,30,141,6,3
3868,3,644.67,5.16,69.62,1777,9.45,616,511.0,2,133.39,5,188,6,3
3087,3,617.4,8.99,12.35,594,4.5,1263,1011.0,0,95.16,64,132,5,2
947,0,473.5,55.62,4.92,1524,12.29,635,629.0,2,74.48,44,124,2,0
1484,1,494.67,32.27,2.67,511,2.92,622,140.0,0,63.76,63,175,3,0
347,0,49.57,104.82,1.46,1402,16.11,1767,1081.0,1,115.08,102,87,7,0
3227,3,403.38,16.3,12.91,965,7.37,653,297.0,0,55.18,72,131,8,2
3299,3,659.8,17.46,37.94,1270,12.21,1716,1512.0,1,163.36,52,104,5,3
1028,1,1028.0,11.78,0.51,919,5.78,570,275.0,0,70.32,32,159,1,0
714,0,357.0,42.65,1.43,1963,12.5,1813,1136.0,2,112.61,36,157,2,1
2641,2,330.12,11.57,27.47,1977,11.43,1356,1145.0,2,197.2,16,173,8,3
1229,1,245.8,39.22,13.52,1881,11.91,1553,477.0,2,124.97,72,158,5,1
2622,2,655.5,7.14,7.34,683,3.95,1985,954.0,0,129.55,48,173,4,2
929,0,464.5,5.96,4.83,772,7.72,1471,741.0,0,117.65,78,100,2,0
1211,1,403.67,41.32,5.09,536,3.97,705,547.0,0,55.77,150,135,3,0
1653,1,275.5,30.92,17.85,1694,9.11,1208,1194.0,2,212.31,35,186,6,2
511,0,255.5,55.09,1.74,1633,14.71,906,146.0,2,91.77,54,111,2,0
3034,3,758.5,16.98,6.07,1371,8.21,663,471.0,1,58.09,78,167,4,2
1414,1,202.0,36.47,27.71,551,3.2,1916,169.0,0,274.78,6,172,7,0
2438,2,2438.0,11.29,1.22,1221,8.78,1976,1895.0,1,195.56,143,139,1,3
3744,3,468.0,16.77,14.98,1000,5.59,1761,1537.0,1,194.78,11,179,8,3
1377,1,344.25,44.3,14.87,1986,12.26,1520,236.0,2,256.37,15,162,4,1
3520,3,880.0,6.5,7.04,1119,6.82,915,821.0,1,153.67,28,164,4,3
3796,3,949.0,15.5,7.59,1699,17.52,1768,466.0,2,101.58,170,97,4,3
1699,1,566.33,34.68,2.55,1099,7.53,1096,393.0,1,64.69,170,146,3,1
336,0,112.0,135.47,2.62,1576,17.51,631,400.0,2,49.81,112,90,3,0
1095,1,219.0,47.04,2.74,950,6.09,843,774.0,0,76.3,168,156,5,0
325,0,108.33,117.4,2.44,1081,10.92,519,284.0,1,59.16,9,99,3,0
1223,1,305.75,40.95,12.23,606,4.15,1152,465.0,0,62.12,228,146,4,0
1649,1,824.5,21.63,4.95,502,2.52,1810,705.0,0,277.49,6,199,2,1
1898,1,949.0,2.05,2.66,957,5.98,1682,38.0,0,129.42,48,160,2,1
2609,2,521.8,14.35,18.26,1658,10.43,739,51.0,2,56.98,132,159,5,2
2265,2,2265.0,7.79,5.66,1681,10.07,1005,850.0,2,219.38,15,167,1,2
2775,2,462.5,15.3,8.32,1983,22.79,676,349.0,2,76.08,36,87,6,2
1445,1,206.43,7.94,12.14,1753,15.51,1595,387.0,2,91.18,272,113,7,1
2614,2,653.5,15.46,14.64,1632,12.36,1623,706.0,2,294.98,20,132,4,2
356,0,50.86,127.33,3.49,1949,13.44,1178,951.0,2,252.33,15,145,7,0
523,0,174.33,21.29,2.67,1696,17.48,772,179.0,2,132.08,30,97,3,0
3745,3,535.0,15.17,65.54,688,5.25,1964,426.0,0,111.65,17,131,7,3
1229,1,614.5,46.15,4.18,1104,5.55,1413,653.0,1,222.37,36,199,2,0
1402,1,467.33,19.06,11.78,1122,6.1,1963,1578.0,1,167.91,140,184,3,1
2085,2,417.0,21.53,5.21,504,2.93,1795,280.0,0,129.76,65,172,5,1
587,0,83.86,20.79,2.05,1154,7.4,1801,251.0,1,202.05,24,156,7,0
2457,2,351.0,25.21,36.12,1727,20.32,1992,1463.0,2,123.58,247,85,7,3
2030,2,676.67,24.97,17.05,1674,18.81,1649,1432.0,2,273.0,42,89,3,2
816,0,408.0,20.07,4.57,1948,14.43,571,477.0,2,43.77,32,135,2,0
1667,1,238.14,22.57,32.67,1218,8.12,1746,1122.0,1,188.68,60,150,7,1
2958,2,422.57,21.08,22.78,531,2.81,1903,145.0,0,106.03,17,189,7,2
3705,3,741.0,1.34,38.9,1057,6.86,1055,416.0,1,162.01,24,154,5,3
2800,2,350.0,10.58,26.88,576,3.56,893,847.0,0,102.57,66,162,8,2
3773,3,539.0,1.85,55.46,1960,11.88,877,868.0,2,102.83,99,165,7,3
2050,2,2050.0,10.47,3.48,673,7.65,1088,594.0,0,154.95,14,88,1,1
1754,1,1754.0,11.58,1.23,718,8.16,830,518.0,0,54.35,187,88,1,1
1904,1,634.67,17.86,9.71,864,8.39,1805,663.0,0,147.92,96,103,3,1
2705,2,541.0,13.5,25.7,547,3.55,541,371.0,0,36.44,51,154,5,1
3537,3,442.12,0.84,25.47,623,6.11,1781,1749.0,0,146.83,208,102,8,3
1370,1,274.0,18.78,4.79,1793,11.64,722,586.0,2,54.7,48,154,5,1
1222,1,611.0,14.69,1.71,1720,12.55,646,409.0,2,54.61,26,137,2,1
3102,3,775.5,20.45,6.2,812,7.66,1309,35.0,0,187.07,36,106,4,2
2268,2,378.0,14.26,6.8,980,6.12,1758,1008.0,0,253.31,35,160,6,2
2648,2,331.0,6.7,21.18,643,3.44,1079,442.0,0,145.75,35,187,8,1
2173,2,271.62,7.2,52.15,1925,11.0,1087,983.0,2,183.19,21,175,8,2
3162,3,790.5,10.04,31.62,1408,9.32,982,875.0,1,65.76,342,151,4,3
1368,1,1368.0,19.5,0.96,1522,12.27,1191,952.0,2,101.65,70,124,1,1
2746,2,2746.0,18.33,6.86,587,5.29,1361,244.0,0,125.7,40,111,1,2
619,0,103.17,25.55,1.86,1959,10.26,1055,65.0,2,132.13,28,191,6,0
724,0,120.67,21.06,2.17,1872,21.03,1767,1749.0,2,138.12,51,89,6,1
912,0,304.0,42.4,1.37,1043,9.4,1626,716.0,1,104.51,144,111,3,0
2784,2,464.0,8.16,8.35,1809,14.71,1661,433.0,2,132.04,72,123,6,3
793,0,132.17,26.3,2.38,1703,18.51,521,134.0,2,67.24,21,92,6,0
560,0,560.0,69.57,0.28,1095,5.56,1247,179.0,1,125.98,9,197,1,0
312,0,78.0,66.72,3.24,1414,10.32,1564,804.0,1,293.09,10,137,4,0
545,0,77.86,64.85,9.54,1659,18.85,1515,787.0,2,131.32,72,88,7,0
1591,1,227.29,36.28,7.8,1540,7.82,822,704.0,2,54.11,114,197,7,1
2746,2,392.29,11.14,19.22,1342,15.6,1638,991.0,1,119.65,75,86,7,3
893,0,297.67,8.23,6.16,1189,6.01,932,379.0,1,100.61,54,198,3,0
2514,2,419.0,24.27,36.2,518,4.05,710,489.0,0,50.71,192,128,6,1
1032,1,1032.0,9.03,0.83,1449,10.06,1883,1518.0,1,219.88,60,144,1,1
819,0,163.8,43.34,4.5,516,5.67,1401,855.0,0,182.37,48,91,5,0
3672,3,1224.0,16.01,8.81,1569,14.14,1383,1261.0,2,116.97,30,111,3,3
3833,3,638.83,6.24,18.4,1312,8.41,1791,115.0,1,119.65,182,156,6,3
1482,1,185.25,14.86,5.93,1893,10.58,1432,1203.0,2,116.89,105,179,8,2
2043,2,408.6,6.68,25.54,1076,10.25,1300,545.0,1,176.2,35,105,5,1
1229,1,204.83,30.76,19.17,530,4.49,1090,818.0,0,80.16,176,118,6,0
1816,1,454.0,17.61,20.34,1044,8.09,1262,42.0,1,70.15,272,129,4,1
2166,2,309.43,16.7,16.68,1330,10.56,1637,1103.0,1,179.45,10,126,7,2
2469,2,493.8,5.58,13.58,1836,17.65,1068,168.0,2,56.9,108,104,5,2
2575,2,515.0,21.04,6.44,1741,12.44,755,719.0,2,74.47,130,140,5,2
1375,1,1375.0,20.79,3.58,1869,12.3,874,163.0,2,55.57,45,152,1,1
1732,1,577.33,30.7,2.6,1331,9.12,1531,1162.0,1,274.58,12,146,3,1
673,0,224.33,5.28,1.01,1655,15.76,1348,626.0,2,135.11,30,105,3,0
2301,2,1150.5,7.67,6.9,605,3.73,656,329.0,0,45.87,135,162,2,1
2676,2,535.2,11.06,8.03,1245,11.86,1434,330.0,1,81.75,136,105,5,2
1781,1,890.5,31.53,2.85,1709,12.57,1292,956.0,2,84.59,54,136,2,2
2248,2,562.0,25.27,23.38,846,6.88,1983,1140.0,0,134.55,128,123,4,2
921,0,230.25,62.04,9.21,1403,15.59,1623,217.0,1,109.16,182,90,4,0
391,0,130.33,4.15,1.76,688,7.73,869,271.0,0,151.71,10,89,3,0
1719,1,245.57,5.62,30.08,775,4.19,1555,444.0,0,80.86,57,185,7,1
3262,3,652.4,10.65,32.62,1154,7.26,1827,1003.0,1,122.6,240,159,5,3
1947,1,973.5,17.49,1.95,1375,7.09,772,227.0,1,50.29,195,194,2,1
2693,2,384.71,22.35,15.08,1827,14.05,1764,253.0,2,198.01,24,130,7,3
441,0,110.25,113.07,0.88,1697,18.86,1046,88.0,2,65.61,15,90,4,0
1886,1,377.2,7.21,14.14,741,4.16,594,334.0,0,34.07,209,178,5,0
1267,1,1267.0,23.93,0.63,1672,9.61,1896,1281.0,2,127.12,68,174,1,1
687,0,229.0,73.94,1.44,514,2.76,1320,168.0,0,190.09,36,186,3,0
2890,2,2890.0,4.11,3.76,1375,13.1,1687,898.0,1,106.17,17,105,1,3
1737,1,1737.0,30.62,3.13,989,7.98,1069,46.0,0,118.89,40,124,1,1
887,0,443.5,48.64,4.43,1510,10.94,1170,118.0,2,61.89,108,138,2,0
398,0,56.86,36.83,7.24,1266,14.72,1595,1187.0,1,116.95,128,86,7,0
2389,2,341.29,18.91,40.14,1396,10.12,1347,1191.0,1,224.75,21,138,7,2
3431,3,3431.0,13.04,7.89,808,5.02,1324,526.0,0,89.04,90,161,1,3
3601,3,1800.5,11.89,16.56,1542,8.47,966,346.0,2,68.41,56,182,2,3
2459,2,307.38,13.99,11.8,745,7.3,1538,89.0,0,102.7,14,102,8,1
3230,3,538.33,18.13,36.82,1735,11.72,846,137.0,2,122.43,6,148,6,3
3646,3,1823.0,15.57,3.65,586,3.12,1389,1226.0,0,115.79,60,188,2,3
2200,2,275.0,16.01,36.96,1341,12.53,574,473.0,1,39.15,252,107,8,1
3862,3,1931.0,16.53,10.04,781,8.88,607,368.0,0,39.44,170,88,2,3
3077,3,512.83,7.09,9.23,501,2.88,1636,239.0,0,91.85,51,174,6,2
621,0,310.5,62.28,2.24,1224,8.81,709,622.0,1,78.6,44,139,2,0
2372,2,296.5,24.0,30.36,1970,24.62,882,654.0,2,73.2,168,80,8,2
2574,2,1287.0,24.1,11.33,618,4.48,1781,853.0,0,131.65,42,138,2,2
2857,2,714.25,15.92,33.14,1537,9.73,1305,686.0,2,81.91,238,158,4,3
3143,3,392.88,5.05,55.32,1018,6.65,1433,992.0,1,96.83,204,153,8,3
3197,3,639.4,10.86,20.78,1545,8.93,1352,115.0,2,90.46,126,173,5,3
2727,2,340.88,14.84,45.81,1871,12.99,1966,275.0,2,124.07,120,144,8,3
1519,1,1519.0,7.58,3.19,1729,9.3,1178,461.0,2,126.5,36,186,1,1
2438,2,812.67,3.63,15.36,680,5.19,1500,1428.0,0,138.07,28,131,3,2
2674,2,891.33,19.92,15.24,1106,10.34,1212,614.0,1,135.87,27,107,3,2
2107,2,421.4,23.17,6.32,635,6.55,989,193.0,0,71.98,156,97,5,1
2262,2,2262.0,6.93,1.36,618,4.32,1602,1105.0,0,114.48,240,143,1,2
815,0,101.88,5.58,3.26,1671,9.34,1263,398.0,2,77.9,96,179,8,0
2829,2,404.14,18.16,23.76,1562,14.88,728,480.0,2,62.29,130,105,7,2
3022,3,3022.0,10.16,5.74,1975,13.08,1607,775.0,2,127.44,65,151,1,3
2573,2,321.62,23.73,14.41,831,6.2,1490,1482.0,0,123.62,192,134,8,2
2678,2,669.5,3.68,19.28,1524,8.76,550,154.0,2,33.6,80,174,4,2
1282,1,256.4,40.68,11.54,1528,11.84,1762,454.0,2,151.63,99,129,5,1
568,0,71.0,13.75,11.36,1447,9.34,1455,737.0,1,125.46,132,155,8,0
2074,2,2074.0,6.59,3.11,1344,7.07,556,419.0,1,77.36,8,190,1,1
2227,2,1113.5,3.52,13.36,564,4.34,1737,853.0,0,193.51,18,130,2,1
1080,1,540.0,51.96,1.3,921,11.1,1229,1211.0,0,156.85,60,83,2,0
2867,2,477.83,3.45,29.24,1413,7.06,1606,314.0,1,272.73,20,200,6,2
1075,1,179.17,47.83,15.48,831,9.66,1239,172.0,0,96.22,132,86,6,0
3063,3,612.6,13.91,7.66,802,5.24,734,527.0,0,50.2,221,153,5,2
2479,2,619.75,9.52,12.89,1923,22.36,1264,874.0,2,153.67,18,86,4,2
2394,2,798.0,22.97,21.55,1193,6.09,864,674.0,1,54.79,209,196,3,2
2814,2,938.0,10.88,10.13,904,8.07,1014,657.0,0,86.3,39,112,3,2
2094,2,299.14,23.78,35.18,1285,9.18,500,475.0,1,76.63,48,140,7,1
2315,2,578.75,0.85,24.08,1635,8.98,1411,1209.0,2,168.92,10,182,4,2
2519,2,629.75,5.47,10.08,1923,12.49,525,15.0,2,37.52,78,154,4,2
735,0,122.5,14.67,8.38,1851,9.35,1967,293.0,2,248.59,42,198,6,0
1891,1,270.14,16.44,19.86,727,5.55,1377,813.0,0,79.95,247,131,7,1
1386,1,231.0,30.27,12.47,1396,11.83,1843,173.0,1,231.39,7,118,6,1
3260,3,3260.0,14.01,4.24,877,6.5,652,457.0,0,53.08,168,135,1,2
2022,2,674.0,16.87,14.56,696,6.76,797,533.0,0,63.92,154,103,3,1
1716,1,214.5,1.13,13.73,1009,9.89,1043,912.0,1,173.19,35,102,8,1
3317,3,663.4,11.38,18.24,1526,13.16,1418,798.0,2,203.39,7,116,5,3
1454,1,207.71,13.16,20.36,987,5.14,565,412.0,0,58.27,33,192,7,0
2290,2,572.5,20.97,20.15,1414,14.0,887,130.0,1,64.03,78,101,4,1
3940,3,788.0,15.45,15.76,1732,10.07,656,201.0,2,38.12,187,172,5,3
461,0,57.62,90.88,1.84,1587,10.72,874,299.0,2,51.32,68,148,8,0
2219,2,317.0,9.26,12.43,1097,6.86,1352,1277.0,1,116.23,90,160,7,2
470,0,156.67,71.56,3.95,504,2.83,1195,626.0,0,192.72,36,178,3,0
2495,2,311.88,11.04,53.89,1159,14.49,751,378.0,1,76.43,60,80,8,2
2944,2,420.57,9.75,28.85,1910,13.08,639,333.0,2,80.06,56,146,7,2
2361,2,787.0,24.53,8.5,865,5.44,1804,805.0,0,116.2,176,159,3,2
1783,1,222.88,8.69,28.53,1930,10.38,1920,1901.0,2,150.1,51,186,8,2
2832,2,944.0,13.96,11.04,860,5.06,1581,1573.0,0,159.3,91,170,3,2
931,0,155.17,41.62,16.2,1268,6.97,912,360.0,1,81.71,55,182,6,0
1344,1,336.0,19.12,9.68,999,5.98,745,20.0,0,41.4,170,167,4,0
3916,3,1958.0,2.29,5.48,622,4.9,511,98.0,0,37.17,13,127,2,2
1882,1,268.86,22.71,18.44,1250,6.87,1011,703.0,1,82.09,14,182,7,1
2865,2,573.0,17.6,7.16,763,7.34,1278,273.0,0,108.9,66,104,5,2
757,0,94.62,17.87,9.69,1100,9.82,1344,919.0,1,125.24,24,112,8,0
3469,3,578.17,14.62,41.63,815,9.59,1291,982.0,0,270.34,20,85,6,3
2399,2,799.67,23.33,3.6,618,7.02,896,879.0,0,66.06,270,88,3,1
3300,3,1650.0,5.42,14.52,553,4.07,1892,1287.0,0,176.02,120,136,2,3
2719,2,1359.5,1.09,11.96,673,8.01,1247,1109.0,0,83.44,38,84,2,2
3012,3,430.29,15.45,42.17,563,4.9,684,211.0,0,47.72,56,115,7,2
2836,2,709.0,4.88,17.02,1590,8.5,1109,1058.0,2,218.96,30,187,4,3
2385,2,1192.5,4.53,10.02,1031,8.52,1247,532.0,1,112.98,77,121,2,2
594,0,198.0,44.11,0.89,909,9.37,773,290.0,0,63.51,72,97,3,0
2968,2,742.0,2.33,5.94,1880,18.08,1019,890.0,2,135.29,54,104,4,3
3762,3,627.0,6.36,40.63,1479,10.13,645,327.0,1,55.63,120,146,6,3
892,0,892.0,2.06,1.34,1271,7.89,1788,1260.0,1,136.71,195,161,1,1
467,0,58.38,23.38,7.1,709,8.75,1422,570.0,0,85.11,187,81,8,0
345,0,345.0,141.9,0.97,1744,11.04,1558,621.0,2,152.47,60,158,1,0
3033,3,433.29,13.06,46.71,1314,11.33,1858,328.0,1,188.67,72,116,7,3
2110,2,351.67,4.17,6.33,1136,7.57,1767,1307.0,1,219.78,45,150,6,2
3105,3,388.12,17.88,67.07,1039,8.31,618,497.0,1,52.87,112,125,8,2
874,0,145.67,65.02,2.62,1300,8.33,1037,219.0,1,66.24,45,156,6,0
3681,3,525.86,10.56,59.26,732,3.89,1554,1163.0,0,97.05,57,188,7,3
3865,3,1932.5,13.42,5.41,511,2.84,759,24.0,0,84.38,24,180,2,2
737,0,245.67,13.42,1.11,1092,6.54,571,468.0,1,49.22,56,167,3,0
3153,3,450.43,3.15,48.56,921,5.42,1469,1272.0,0,215.91,16,170,7,3
2800,2,2800.0,13.05,1.4,1030,7.01,551,503.0,1,82.9,48,147,1,2
315,0,315.0,66.24,0.57,1130,11.19,1579,1495.0,1,144.96,70,101,1,0
1412,1,176.5,40.57,31.63,1299,6.95,1838,1333.0,1,162.18,13,187,8,1
2286,2,326.57,0.86,44.81,1009,8.77,1841,267.0,1,93.01,152,115,7,2
2392,2,1196.0,13.96,8.61,1735,12.39,876,149.0,2,49.37,255,140,2,2
1857,1,928.5,25.61,10.4,1129,6.1,1079,1070.0,1,168.84,32,185,2,1
1419,1,202.71,17.5,18.87,708,6.1,620,206.0,0,59.39,60,116,7,0
3305,3,1652.5,17.43,4.63,894,7.27,747,158.0,0,58.73,84,123,2,2
959,0,159.83,30.87,13.81,530,6.02,1012,48.0,0,56.29,119,88,6,0
2635,2,878.33,13.09,15.81,1481,14.1,522,249.0,1,32.13,272,105,3,2
1754,1,350.8,24.82,23.68,1068,5.51,1499,935.0,1,98.15,119,194,5,1
2563,2,854.33,21.9,3.84,1487,17.7,768,140.0,1,41.09,72,84,3,2
1936,1,484.0,20.6,19.36,1524,15.88,740,184.0,2,95.32,42,96,4,1
1869,1,233.62,11.43,28.41,1093,5.58,807,238.0,1,93.48,40,196,8,1
3637,3,727.4,13.69,29.1,1816,9.76,1089,800.0,2,112.61,77,186,5,3
896,0,298.67,20.51,4.84,627,4.42,507,211.0,0,30.51,102,142,3,0
2349,2,783.0,21.3,4.93,989,7.49,804,670.0,0,95.14,10,132,3,1
774,0,774.0,5.84,0.39,1895,14.14,1335,725.0,2,94.95,60,134,1,1
3397,3,1132.33,16.97,17.32,805,4.79,1544,81.0,0,193.27,42,168,3,2
485,0,60.62,3.49,6.21,713,3.94,1378,1211.0,0,166.77,60,181,8,0
3964,3,991.0,6.04,39.64,864,5.84,1378,1362.0,0,138.39,104,148,4,3
1887,1,471.75,5.66,6.79,1177,6.5,1923,945.0,1,238.07,40,181,4,1
2977,2,992.33,10.64,4.47,582,5.44,1702,1043.0,0,285.17,6,107,3,2
2114,2,302.0,25.87,26.64,1898,10.26,739,444.0,2,78.37,50,185,7,2
1542,1,771.0,18.06,2.16,1158,9.41,1796,311.0,1,101.26,153,123,2,1
3038,3,379.75,18.59,12.15,1451,8.02,1456,812.0,1,104.19,105,181,8,3
2481,2,354.43,20.22,24.31,1820,11.17,1884,202.0,2,157.9,99,163,7,2
841,0,280.33,9.77,1.26,984,7.03,707,531.0,0,46.54,270,140,3,0
3565,3,891.25,6.7,29.95,580,4.3,898,404.0,0,75.75,132,135,4,2
1958,1,326.33,2.48,23.5,1263,8.65,1609,954.0,1,187.06,54,146,6,2
2454,2,306.75,10.82,9.82,1237,14.22,603,274.0,1,44.16,84,87,8,2
3392,3,3392.0,10.84,5.43,514,2.99,1723,956.0,0,151.57,96,172,1,3
262,0,87.33,157.37,2.04,1515,8.23,1593,1438.0,2,143.07,56,184,3,0
530,0,132.5,9.72,1.06,721,3.72,1988,1446.0,0,273.14,32,194,4,0
3703,3,1234.33,9.42,27.77,603,4.79,1057,692.0,0,90.24,13,126,3,3
2562,2,2562.0,21.14,6.4,1426,13.08,1032,777.0,1,215.3,5,109,1,2
574,0,574.0,96.89,0.98,1820,11.3,1951,1157.0,2,206.21,20,161,1,1
2632,2,658.0,5.99,10.53,1215,9.35,1473,454.0,1,192.67,7,130,4,2
259,0,129.5,56.67,1.4,697,4.03,1477,478.0,0,119.42,72,173,2,0
688,0,688.0,12.96,0.34,717,3.62,1106,217.0,0,102.46,70,198,1,0
2554,2,425.67,13.88,30.65,1348,9.3,741,468.0,1,43.82,19,145,6,2
3859,3,3859.0,15.77,10.03,1164,13.23,1656,1107.0,1,165.99,110,88,1,3
2977,2,595.4,20.62,7.44,578,3.4,1134,626.0,0,80.96,180,170,5,2
571,0,81.57,60.83,2.0,1971,10.6,922,485.0,2,115.75,56,186,7,0
402,0,57.43,111.66,1.41,1794,20.86,627,43.0,2,41.9,98,86,7,0
878,0,175.6,33.42,10.98,1558,13.67,1385,322.0,2,83.64,80,114,5,0
2130,2,2130.0,1.83,1.92,1597,18.79,1145,880.0,2,160.46,24,85,1,2
3260,3,1630.0,11.88,10.43,1240,8.49,1756,1511.0,1,165.47,13,146,2,3
454,0,56.75,12.88,2.91,1994,22.66,711,667.0,2,81.24,88,88,8,0
2638,2,376.86,13.08,42.47,1221,8.03,1899,765.0,1,102.36,304,152,7,2
2819,2,352.38,8.41,36.08,989,6.34,679,614.0,0,53.85,208,156,8,2
1464,1,366.0,32.69,7.03,1180,8.19,1252,925.0,1,194.58,21,144,4,1
1824,1,304.0,31.36,30.64,718,6.35,1387,1185.0,0,152.02,99,113,6,1
