battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,total_camera_mp,screen_area,aspect_ratio,pixel_density,ram_per_core,battery_wt_ratio,storage_ram_ratio,connectivity_score,performance_score,ram_category,battery_category
1994,1,0.7,0,5,0,5,0.4,189,2,7,86.0,1546,1836,12,11,18,1,0,0,2,12,132,17.77,119.11,918.0,10.55,2.64,2,2.57,1,2
823,0,1.0,1,9,1,18,0.2,182,5,16,1180.0,1350,3894,13,10,9,1,1,0,3,25,130,1.143,128.07,778.8,4.52,4.61,4,19.47,3,0
1908,0,0.5,0,9,1,30,1.0,111,2,19,140.0,1046,2944,19,17,17,1,0,1,3,28,323,7.418,52.77,1472.0,17.19,10.08,3,2.94,2,2
790,0,0.5,1,7,1,44,0.1,89,8,8,1100.0,1437,3424,13,11,9,1,1,0,3,15,143,1.305,129.26,428.0,8.88,12.78,4,13.7,3,0
1330,1,1.8,1,1,0,40,0.5,177,1,5,194.0,892,2678,9,4,14,1,1,1,2,6,36,4.574,91.29,2678.0,7.51,14.73,5,4.82,2,1
1660,0,0.5,0,2,1,15,0.7,100,8,8,440.0,569,2424,12,5,9,1,1,0,2,10,60,1.29,55.33,303.0,16.6,6.08,3,9.7,2,2
1776,0,2.2,0,2,0,20,0.9,82,6,16,1563.0,1803,2671,15,10,12,0,1,1,3,18,150,1.153,149.14,445.17,21.66,7.38,2,35.26,2,2
1611,0,0.5,1,4,1,27,0.9,199,1,10,163.0,1011,3078,15,2,6,1,0,1,2,14,30,6.165,64.0,3078.0,8.1,8.69,4,1.54,3,2
1410,1,0.5,1,0,1,15,0.3,92,3,1,192.0,1311,2304,18,4,18,1,1,0,2,1,72,6.793,69.74,768.0,15.33,6.38,5,3.46,2,1
1772,1,1.6,0,16,1,45,0.5,159,2,18,837.0,1405,1146,6,1,17,1,1,0,1,34,6,1.677,233.63,573.0,11.14,36.91,4,3.67,1,2
1280,1,1.3,0,0,1,39,1.0,108,7,1,356.0,588,2335,6,4,2,1,0,1,1,1,24,1.647,98.2,333.57,11.85,16.38,4,21.25,2,1
1712,1,0.9,1,2,0,23,1.0,155,7,19,155.0,663,1422,5,6,15,1,1,0,1,21,30,4.25,113.48,203.14,11.05,15.45,4,8.96,1,2
1562,1,0.7,0,0,0,55,0.1,140,8,1,1032.0,1776,2096,15,3,3,0,0,0,2,1,45,1.719,128.38,262.0,11.16,25.62,1,11.74,2,2
891,0,1.9,1,1,1,18,0.1,153,6,3,40.0,1435,1303,17,16,4,1,1,1,0,4,272,35.0,79.75,217.17,5.82,13.12,5,14.85,1,0
1957,0,1.2,1,16,1,36,0.8,151,2,19,1194.0,1727,1115,16,2,18,1,0,1,1,35,32,1.445,123.5,557.5,12.96,30.28,4,2.68,1,2
1110,0,0.6,0,1,0,42,0.9,192,5,2,1179.0,1262,456,12,8,18,1,1,0,0,3,96,1.069,132.85,91.2,5.78,77.02,2,1.37,0,1
875,1,1.4,1,1,1,43,0.6,104,8,3,902.0,969,3396,14,2,18,1,0,0,3,4,28,1.073,88.26,424.5,8.41,12.59,4,38.04,3,0
1211,1,1.2,0,0,0,28,0.3,130,2,3,58.0,963,2750,6,1,14,0,1,0,2,3,6,16.322,137.82,1375.0,9.32,10.05,2,6.6,2,1
769,0,0.5,1,12,1,54,0.2,112,4,19,1385.0,1780,941,15,8,20,1,0,1,0,31,120,1.284,140.96,235.25,6.87,53.0,4,1.88,0,0
671,0,2.9,0,7,1,2,0.1,95,6,19,614.0,1617,2278,13,4,2,1,0,0,2,26,52,2.629,123.55,379.67,7.06,0.86,2,39.64,2,0
1872,0,0.5,0,5,1,26,0.5,172,4,10,672.0,1088,2273,8,4,8,1,0,1,2,15,32,1.617,142.09,568.25,10.88,11.21,3,4.55,2,2
1076,0,2.3,1,0,1,14,0.7,191,5,0,1088.0,1718,2355,17,16,2,1,1,1,2,0,272,1.578,112.97,471.0,5.63,5.83,5,27.08,2,1
1325,0,1.9,0,2,0,50,0.1,146,1,10,499.0,695,2328,17,10,2,1,0,0,2,12,170,1.39,47.53,2328.0,9.08,21.07,1,4.42,2,1
911,1,2.2,1,1,1,28,0.5,182,2,2,157.0,763,2638,8,4,13,1,1,1,1,3,32,4.829,86.55,1319.0,5.01,10.46,6,11.61,2,0
1273,1,0.7,0,1,0,23,0.6,178,6,14,485.0,1399,558,8,5,13,1,0,0,0,15,40,2.879,164.52,93.0,7.15,35.66,2,2.34,0,1
1062,0,0.5,0,3,1,39,0.9,124,4,4,571.0,817,1345,16,6,11,1,0,1,0,7,96,1.428,58.63,336.25,8.56,27.59,3,2.69,1,1
1317,0,1.5,0,6,0,12,0.1,154,2,9,431.0,542,425,7,6,11,1,1,1,0,15,42,1.255,86.56,212.5,8.55,23.3,3,1.27,0,1
940,0,2.9,0,0,0,16,0.7,115,4,1,499.0,1090,2192,15,13,9,1,1,1,1,1,195,2.18,74.92,548.0,8.17,7.14,3,25.43,2,0
729,1,2.0,0,0,0,14,0.6,135,6,2,563.0,1055,3397,19,15,17,1,0,1,2,2,285,1.871,59.79,566.17,5.4,4.1,3,40.76,3,0
1494,0,2.4,0,6,1,3,0.9,93,7,17,944.0,1003,1208,14,13,17,1,1,0,1,23,182,1.061,91.82,172.57,16.06,2.34,3,20.29,1,1
1546,1,1.6,1,2,1,27,0.7,124,2,6,1138.0,1491,267,12,10,16,1,1,0,0,8,120,1.309,144.28,133.5,12.47,74.85,5,0.85,0,2
1253,0,0.7,0,0,1,34,0.9,113,4,10,161.0,647,3518,7,3,8,1,1,1,3,10,21,3.994,83.34,879.5,11.09,9.62,4,9.85,3,1
895,0,0.5,1,6,0,16,0.3,164,8,14,126.0,1575,3122,7,6,4,0,0,1,2,20,42,12.402,197.5,390.25,5.46,5.08,2,12.49,3,0
793,1,1.9,1,0,1,43,0.3,124,8,2,15.0,1196,1050,11,9,3,1,1,1,0,2,99,74.75,99.67,131.25,6.4,38.21,6,15.96,1,0
1628,1,1.8,1,11,0,56,0.1,136,2,13,500.0,1713,3358,17,11,12,1,1,1,3,24,187,3.419,99.14,1679.0,11.97,16.57,5,12.09,3,2
625,0,2.7,1,2,0,42,0.8,138,8,3,203.0,1771,2929,10,4,17,1,0,0,2,5,40,8.681,162.05,366.12,4.53,14.19,2,63.27,2,0
1110,0,1.5,0,2,1,12,0.3,153,8,5,961.0,1950,624,9,7,15,1,0,0,0,7,63,2.027,217.39,78.0,7.25,16.92,2,7.49,0,1
999,0,1.7,0,6,0,49,0.6,132,1,17,608.0,1970,1598,7,6,8,0,1,0,1,23,42,3.235,257.71,1598.0,7.57,29.51,1,2.72,1,0
1856,0,0.5,1,0,1,24,0.1,155,5,1,277.0,1155,2052,17,6,10,1,1,0,2,1,102,4.155,65.99,410.4,11.97,11.41,4,5.13,2,2
1715,0,2.6,1,9,1,15,0.6,120,6,20,114.0,1849,1249,16,2,4,1,1,0,1,29,32,16.078,108.97,208.17,14.29,11.37,4,19.48,1,2
1897,1,1.9,0,2,1,54,0.3,154,2,7,630.0,738,412,17,11,2,1,0,0,0,9,187,1.17,53.91,206.0,12.32,107.5,3,1.57,0,2
1202,1,2.4,1,0,0,19,0.1,122,2,1,404.0,1742,595,19,6,3,0,0,0,0,1,114,4.301,89.41,297.5,9.85,27.9,2,2.86,0,1
1171,1,1.7,1,2,0,19,0.3,167,7,19,248.0,755,263,6,5,8,0,0,0,0,21,30,3.032,113.53,37.57,7.01,53.25,2,3.13,0,1
964,0,2.0,0,0,1,22,0.7,86,8,0,225.0,1234,2577,17,16,5,1,1,0,2,0,272,5.46,69.69,322.12,11.21,8.41,3,41.23,2,0
1973,1,2.4,1,6,0,46,0.1,193,4,10,699.0,851,639,6,6,3,0,0,1,0,16,36,1.216,157.32,159.75,10.22,63.53,3,6.13,0,2
1992,1,0.6,1,11,0,2,0.1,141,1,14,649.0,895,3206,10,9,10,1,1,0,3,25,90,1.377,100.5,3206.0,14.13,0.62,4,1.92,3,2
546,1,2.6,1,5,0,26,1.0,159,5,15,416.0,1658,1550,7,2,3,0,1,0,1,20,14,3.976,213.67,310.0,3.43,16.11,3,20.15,1,0
1093,0,0.5,0,1,1,31,0.6,171,2,12,1310.0,1420,1646,12,6,6,1,1,0,1,13,72,1.083,148.61,823.0,6.39,18.16,3,1.65,1,1
1880,1,2.0,0,11,0,35,0.1,200,4,14,930.0,1983,1930,17,7,15,0,1,0,2,25,119,2.13,121.68,482.5,9.4,17.63,2,15.44,1,2
1765,0,1.1,0,3,0,11,0.7,87,2,7,835.0,1175,3695,6,5,18,1,0,0,3,10,30,1.406,205.92,1847.5,20.29,2.97,1,8.13,3,2
1640,0,0.5,1,1,1,36,0.9,87,8,11,664.0,1806,3235,6,1,10,1,0,1,3,12,6,2.716,274.89,404.38,18.85,11.05,4,12.94,3,2
1830,0,0.5,0,0,0,7,0.9,191,6,12,460.0,1583,2334,8,7,14,0,1,0,2,12,56,3.434,183.16,389.0,9.58,2.94,1,7.0,2,2
826,0,0.6,0,3,0,62,0.7,187,4,19,778.0,1615,1998,17,4,17,0,0,0,1,22,68,2.073,99.59,499.5,4.42,30.23,0,4.8,1,0
1864,0,2.2,0,0,1,7,0.1,142,1,2,225.0,1545,2258,10,1,10,1,0,0,2,2,10,6.836,141.94,2258.0,13.13,3.04,2,4.97,2,2
586,1,0.6,0,16,1,42,0.3,121,7,17,785.0,1118,1869,12,2,7,1,1,1,1,33,24,1.422,105.08,267.0,4.84,21.82,5,7.85,1,0
1206,0,3.0,1,10,1,30,0.6,127,3,13,1581.0,1713,1825,7,1,4,1,0,1,2,23,7,1.083,291.38,608.33,9.5,15.94,4,16.42,1,1
832,1,0.5,1,1,1,5,0.1,165,5,2,9.0,1944,3946,12,5,14,1,1,1,3,3,60,194.4,149.54,789.2,5.04,1.26,6,9.86,3,0
848,1,2.8,0,1,0,8,0.1,103,7,3,7.0,1294,436,10,6,15,1,1,1,0,4,60,161.75,117.64,62.29,8.23,15.22,4,8.55,0,0
1851,0,2.9,0,0,0,53,0.7,112,6,2,174.0,1175,2678,6,6,8,1,0,0,2,2,36,6.714,169.69,446.33,16.53,19.52,1,46.6,2,2
1166,1,0.5,0,7,0,59,0.5,80,1,11,437.0,638,3887,8,6,7,1,0,1,3,18,48,1.457,85.92,3887.0,14.58,15.14,3,1.94,3,1
1776,1,2.1,1,10,0,35,0.1,172,4,16,278.0,623,1813,16,13,20,1,1,1,1,26,208,2.233,40.13,453.25,10.33,18.71,5,15.23,1,2
1254,1,1.2,0,2,1,27,0.2,134,2,10,1288.0,1372,817,14,1,16,1,1,1,0,12,14,1.064,125.46,408.5,9.36,30.07,5,1.96,0,1
1494,0,1.6,1,4,1,24,0.2,101,1,17,979.0,1190,3614,15,12,9,1,0,0,3,21,180,1.214,96.31,3614.0,14.79,6.61,3,5.78,3,1
984,1,2.2,1,0,1,39,0.5,119,8,18,56.0,1931,2013,11,7,16,1,1,0,1,18,77,33.877,160.98,251.62,8.27,18.88,5,35.43,2,0
1179,1,0.8,0,1,0,5,0.9,154,5,17,913.0,1429,543,8,7,18,0,0,1,0,18,56,1.563,188.42,108.6,7.66,7.93,2,2.17,0,1
513,0,1.9,0,8,0,27,0.4,174,8,13,282.0,710,3400,16,6,13,0,1,1,2,21,96,2.509,44.94,425.0,2.95,7.89,2,51.68,3,0
557,0,0.5,1,3,0,17,0.2,89,6,4,322.0,710,2623,17,16,16,0,0,0,1,7,272,2.198,43.31,437.17,6.26,6.39,1,7.87,2,0
744,0,1.7,1,0,1,33,0.5,105,4,2,1252.0,1963,2700,9,3,19,1,0,0,2,2,27,1.567,232.83,675.0,7.09,12.06,3,18.36,2,0
1129,1,0.8,1,9,1,21,0.6,116,2,10,1128.0,1702,1400,11,6,13,1,1,0,1,19,66,1.508,170.15,700.0,9.73,14.31,5,2.24,1,1
1148,0,2.3,1,0,1,58,0.3,170,5,20,606.0,688,3127,10,7,11,1,0,0,2,20,70,1.133,83.35,625.4,6.75,18.39,3,35.96,3,1
1793,0,2.7,0,12,1,44,0.7,175,5,17,655.0,1459,2803,19,9,6,1,1,1,3,29,171,2.224,79.96,560.6,10.25,15.51,4,37.84,2,2
1310,0,2.3,1,3,0,15,0.2,150,5,11,954.0,970,2518,18,17,5,0,1,1,2,14,306,1.016,71.61,503.6,8.73,5.86,3,28.96,2,1
1604,0,1.2,0,1,0,6,0.5,191,6,15,68.0,1042,3564,7,2,2,1,1,0,3,16,14,15.101,130.53,594.0,8.4,1.68,2,25.66,3,2
1676,0,1.6,0,2,0,37,0.2,145,1,3,134.0,1197,2515,14,8,4,1,0,1,2,5,112,8.867,80.3,2515.0,11.56,14.48,2,4.02,2,2
1001,0,2.8,1,1,0,40,0.2,117,3,7,922.0,1836,3654,13,9,10,1,1,1,3,8,117,1.989,146.75,1218.0,8.56,10.9,4,30.69,3,1
1086,0,2.7,0,0,1,24,0.1,135,8,19,1874.0,1976,3930,17,1,18,1,1,1,3,19,17,1.054,151.3,491.25,8.04,6.09,4,84.89,3,1
1986,1,0.5,1,7,1,39,0.1,89,7,19,251.0,599,3476,11,8,17,1,1,0,3,26,88,2.377,54.12,496.57,22.31,11.16,5,12.17,3,2
634,1,0.8,0,5,0,41,0.2,192,1,12,1362.0,1853,3242,18,11,4,1,0,1,3,17,198,1.36,121.04,3242.0,3.3,12.55,3,2.59,3,0
502,0,0.8,0,7,0,52,1.0,82,6,8,281.0,1159,2666,5,4,20,1,1,0,2,15,20,4.11,198.76,444.33,6.12,19.23,2,12.8,2,0
1641,0,1.1,0,6,0,48,0.7,97,8,7,224.0,1994,1695,13,6,17,1,0,1,2,13,78,8.862,143.32,211.88,16.92,27.35,2,14.92,1,2
623,0,1.4,1,0,1,15,0.2,189,3,1,778.0,844,3510,14,4,18,1,0,1,2,1,56,1.083,76.53,1170.0,3.3,4.25,4,14.74,3,0
962,1,1.1,1,3,0,17,0.1,161,8,20,546.0,1424,3438,14,3,20,0,0,0,3,23,42,2.603,101.67,429.75,5.98,4.92,2,30.25,3,0
1057,1,2.7,0,3,1,41,0.1,97,4,10,397.0,891,2033,16,9,2,1,1,0,1,13,144,2.239,57.38,508.25,10.9,19.66,4,21.96,2,1
1862,0,1.5,0,1,0,62,1.0,182,1,2,386.0,1046,1017,11,3,9,1,0,0,1,3,33,2.703,92.91,1017.0,10.23,56.72,1,1.53,1,2
555,1,3.0,1,5,1,38,0.8,193,2,10,214.0,1970,1686,8,1,8,1,0,1,1,15,8,9.163,220.18,843.0,2.88,21.76,5,10.12,1,0
1000,0,2.7,0,1,1,58,1.0,135,5,12,461.0,833,862,7,6,20,1,0,0,0,13,42,1.803,119.01,172.4,7.41,61.58,2,11.64,0,1
841,0,0.5,0,6,1,11,0.3,81,5,14,125.0,675,957,6,5,11,1,1,0,0,20,30,5.357,98.07,191.4,10.38,10.63,3,2.39,0,0
865,0,2.9,0,5,0,16,0.1,89,4,12,335.0,1009,3494,13,3,14,0,0,1,3,17,39,3.003,75.94,873.5,9.72,4.56,1,40.53,3,0
999,0,2.6,1,11,1,56,1.0,165,4,13,342.0,1641,3083,8,4,11,1,1,1,2,24,32,4.784,186.25,770.75,6.05,18.0,5,32.06,3,0
1232,0,1.2,0,12,0,30,0.9,131,6,14,625.0,761,1656,8,4,15,1,1,1,1,26,32,1.216,109.42,276.0,9.4,17.47,3,11.92,1,1
1194,0,2.3,0,6,1,34,0.2,165,2,12,494.0,509,313,15,1,19,1,1,0,0,18,15,1.028,44.33,156.5,7.24,83.81,3,1.44,0,1
612,1,0.5,1,1,1,20,0.8,179,8,6,1145.0,1487,3282,16,2,18,1,1,1,3,7,32,1.298,110.4,410.25,3.42,6.05,6,13.13,3,0
1362,1,2.9,0,0,0,47,0.5,186,6,4,600.0,1042,3629,19,17,5,0,1,1,3,4,323,1.734,60.12,604.83,7.32,12.9,3,63.14,3,1
1469,0,1.7,1,11,1,44,0.5,169,2,14,484.0,711,1687,15,5,5,1,1,1,1,25,75,1.466,53.76,843.5,8.69,25.18,5,5.74,1,1
986,1,0.8,0,13,1,28,0.8,182,4,20,199.0,679,1149,8,7,18,1,1,0,0,33,56,3.395,78.62,287.25,5.42,22.91,4,3.68,1,0
1843,0,2.8,0,1,1,62,0.8,104,3,7,21.0,832,3899,5,4,6,1,0,1,3,8,20,37.818,138.71,1299.67,17.72,15.87,3,32.75,3,2
1561,0,0.5,1,10,1,4,0.5,134,2,13,885.0,1811,1783,13,12,10,1,1,0,2,23,156,2.044,143.98,891.5,11.65,2.17,4,1.78,1,2
1695,1,0.5,1,2,1,47,0.5,189,5,13,308.0,1208,1629,8,6,11,1,1,0,1,15,48,3.909,138.52,325.8,8.97,27.8,5,4.07,1,2
667,0,2.6,1,3,0,8,0.8,185,1,7,1015.0,1947,2528,11,8,8,0,1,0,2,10,88,1.916,182.97,2528.0,3.61,3.11,2,6.57,2,0
1768,1,2.0,0,0,1,2,0.8,88,7,2,1303.0,1814,3256,9,6,5,1,1,0,3,2,54,1.391,223.35,465.14,20.09,0.61,4,45.58,3,2
1269,1,2.8,1,16,0,41,1.0,180,8,17,406.0,1036,2341,10,9,16,0,0,1,2,33,90,2.545,101.16,292.62,7.05,17.18,3,52.44,2,1
1109,1,2.8,1,6,0,57,0.9,151,1,12,124.0,833,2785,15,10,16,1,0,0,2,18,150,6.664,52.64,2785.0,7.34,20.21,3,7.8,2,1
936,0,0.5,1,14,1,14,0.1,164,3,17,150.0,1677,3761,13,1,12,1,0,0,3,31,13,11.106,120.26,1253.67,5.71,3.71,3,5.64,3,0
1713,1,2.0,0,9,1,5,0.7,199,6,16,108.0,1963,1513,15,6,2,1,0,1,1,25,90,18.009,122.87,252.17,8.61,3.17,4,18.16,1,2
1175,1,1.7,1,1,1,45,0.6,167,2,7,90.0,557,2240,10,6,5,1,1,0,1,8,60,6.121,51.29,1120.0,7.04,19.67,5,7.62,2,1
1940,1,1.0,1,0,1,5,0.2,194,4,1,588.0,1809,820,19,18,3,1,1,1,1,1,342,3.071,95.11,205.0,10.0,5.55,6,3.28,0,2
855,1,0.5,0,2,1,59,0.5,159,2,3,1028.0,1196,1875,16,8,8,1,1,1,1,5,128,1.162,92.77,937.5,5.38,30.55,5,1.88,1,0
771,1,0.5,1,0,1,33,0.1,157,3,17,776.0,1247,920,16,2,10,1,1,1,0,17,32,1.605,86.4,306.67,4.91,33.05,6,1.38,0,0
645,0,2.5,0,10,1,63,1.0,174,4,14,278.0,584,3615,18,8,13,1,0,1,2,24,144,2.093,34.04,903.75,3.71,17.35,3,36.15,3,0
1307,0,1.8,0,2,0,7,0.6,88,7,3,897.0,1103,1412,16,9,5,0,0,1,1,5,144,1.228,83.63,201.71,14.85,4.73,1,17.79,1,1
1948,0,2.9,1,4,0,5,0.2,136,1,13,651.0,700,361,6,1,10,0,1,0,0,17,6,1.074,136.56,361.0,14.32,11.05,2,1.05,0,2
1509,0,0.6,1,5,0,50,0.3,81,4,8,1010.0,1684,1540,12,8,3,1,1,0,1,13,96,1.666,151.05,385.0,18.63,31.17,3,3.7,1,2
626,1,2.8,1,3,1,11,0.8,109,2,9,737.0,1759,1077,6,1,4,1,0,1,0,12,6,2.383,272.45,538.5,5.74,9.55,5,6.03,1,0
1190,0,2.0,1,0,0,40,0.2,93,5,1,1399.0,1646,3610,13,7,9,0,0,1,3,1,91,1.176,154.3,722.0,12.8,11.03,2,36.1,3,1
1727,1,2.1,1,10,0,57,0.3,158,6,18,376.0,1288,512,5,2,6,0,0,0,0,28,10,3.416,223.63,85.33,10.93,95.0,2,6.45,0,2
1670,1,3.0,0,14,0,62,0.5,114,8,20,1117.0,1330,3024,6,6,20,0,0,1,3,34,36,1.19,248.12,378.0,14.65,20.31,2,72.58,3,2
1150,1,0.5,1,4,1,27,1.0,134,1,17,234.0,1947,1610,11,6,16,1,0,0,1,21,66,8.285,163.42,1610.0,8.58,16.15,4,0.8,1,1
1208,0,2.9,0,5,1,16,1.0,175,1,19,691.0,1028,2201,17,16,12,1,0,0,1,24,272,1.486,68.81,2201.0,6.9,7.11,2,6.38,2,1
1812,1,1.3,1,4,1,42,1.0,162,7,15,380.0,1550,3338,18,13,11,1,1,1,3,19,234,4.068,83.99,476.86,11.19,12.5,6,30.38,3,2
770,1,1.5,1,6,0,61,0.2,196,4,9,603.0,1483,3473,7,3,4,0,0,1,3,15,21,2.455,200.11,868.25,3.93,17.47,3,20.84,3,0
1559,1,1.3,1,10,1,10,0.3,114,8,17,117.0,681,2203,7,5,15,1,1,1,1,27,35,5.771,86.37,275.38,13.68,4.44,6,22.91,2,2
1902,0,0.5,0,10,0,13,0.2,155,4,11,766.0,877,940,14,10,15,1,1,0,1,21,140,1.143,77.63,235.0,12.27,12.77,2,1.88,0,2
1751,0,2.5,0,1,0,4,0.6,146,8,9,1499.0,1952,1155,19,14,12,0,1,1,1,10,266,1.301,123.06,144.38,11.99,3.26,2,23.1,1,2
1416,1,1.8,1,0,0,20,0.1,93,4,0,1175.0,1578,3872,10,2,7,0,0,1,3,0,20,1.342,178.86,968.0,15.23,5.15,3,27.88,3,1
1288,0,0.5,1,3,1,61,0.2,115,6,6,988.0,1503,1882,16,6,10,1,0,1,2,9,96,1.52,105.8,313.67,11.2,31.48,4,5.65,1,1
1003,1,2.9,0,16,1,16,0.6,119,8,19,190.0,1905,1798,16,7,10,1,0,0,1,35,112,9.974,112.61,224.75,8.43,8.62,3,41.71,1,1
1715,1,0.5,1,1,1,18,0.1,96,6,3,674.0,1375,2598,17,2,3,1,0,0,3,4,34,2.037,85.07,433.0,17.86,6.83,4,7.79,2,2
1967,0,0.5,0,0,1,46,0.6,199,1,7,518.0,1374,1567,15,2,7,1,1,0,1,7,30,2.647,91.78,1567.0,9.88,28.22,3,0.78,1,2
962,0,1.0,1,14,0,2,0.9,125,1,20,1618.0,1916,1491,16,2,14,1,0,0,1,34,32,1.183,147.52,1491.0,7.7,1.29,2,1.49,1,0
1487,0,1.5,0,5,1,42,0.8,120,2,7,857.0,989,2003,12,4,3,1,0,0,2,12,48,1.153,100.67,1001.5,12.39,20.43,2,6.01,2,1
1569,1,1.6,1,4,1,54,0.9,190,4,6,371.0,665,3905,6,2,4,1,0,0,3,10,12,1.788,108.78,976.25,8.26,13.8,4,24.99,3,2
1146,0,3.0,0,5,1,57,0.4,111,5,10,73.0,583,291,19,9,11,1,1,1,0,15,171,7.878,29.38,58.2,10.32,148.37,4,4.36,0,1
1379,1,1.5,0,6,1,9,0.8,118,8,13,98.0,755,1693,11,4,18,1,0,1,1,19,44,7.626,63.44,211.62,11.69,5.13,4,20.32,1,1
1504,0,1.9,1,7,1,25,0.3,152,4,9,395.0,1853,1788,13,11,13,1,0,1,1,16,143,4.679,135.33,447.0,9.89,13.54,4,13.59,1,2
1945,0,1.2,0,3,0,26,0.7,112,6,5,1064.0,1540,3322,18,7,20,0,0,1,3,8,126,1.446,98.52,553.67,17.37,7.77,1,23.92,3,2
1630,1,2.8,1,0,1,32,0.9,80,6,1,712.0,1726,1751,12,10,20,1,0,1,2,1,120,2.421,143.62,291.83,20.38,17.68,5,29.42,1,2
1125,1,2.7,0,10,0,23,0.4,117,1,14,774.0,939,1641,14,8,12,1,1,0,1,24,112,1.212,81.13,1641.0,9.62,13.51,3,4.43,1,1
614,1,0.7,0,4,1,51,0.1,178,7,7,1012.0,1040,2854,10,7,12,1,0,1,2,11,70,1.027,131.92,407.71,3.45,17.66,4,13.98,2,0
854,0,1.0,0,5,1,17,0.9,101,4,9,730.0,1148,3115,7,6,2,1,0,0,2,14,42,1.57,170.06,778.75,8.46,5.41,2,12.46,3,0
1470,1,1.7,1,6,0,45,0.1,121,1,9,777.0,1090,3259,10,1,14,1,0,1,3,15,10,1.401,121.69,3259.0,12.15,13.71,4,5.54,3,1
1826,1,0.5,1,5,1,49,0.6,172,8,6,973.0,1633,1612,17,9,17,1,1,0,2,11,153,1.677,105.61,201.5,10.62,29.27,5,6.45,1,2
807,1,0.5,1,0,0,37,0.2,127,4,0,245.0,829,2319,5,4,4,0,0,0,1,0,20,3.37,144.07,579.75,6.35,15.65,2,4.64,2,0
1996,1,2.8,1,0,1,7,0.1,138,5,4,937.0,1083,1258,17,14,16,1,0,0,1,4,238,1.155,79.56,251.6,14.46,5.27,4,17.61,1,2
1083,1,2.0,0,3,0,41,0.7,158,5,5,937.0,1164,1543,18,3,10,0,0,1,1,8,54,1.241,78.65,308.6,6.85,25.52,2,15.43,1,1
1035,0,0.5,1,14,1,49,0.3,178,2,15,574.0,1171,3991,12,4,19,1,0,0,3,29,48,2.037,100.32,1995.5,5.81,12.26,3,3.99,3,1
1521,1,1.6,0,5,1,62,0.3,143,1,9,678.0,1630,3555,5,2,19,1,0,0,3,14,10,2.401,294.23,3555.0,10.64,17.36,3,5.69,3,2
1314,1,2.8,1,13,1,5,1.0,87,4,18,82.0,512,3411,17,16,18,1,0,0,3,31,272,6.169,28.81,852.75,15.1,1.46,4,38.2,3,1
535,0,1.9,0,5,0,24,0.2,190,8,19,398.0,1775,524,9,3,4,0,0,0,0,24,27,4.449,181.91,65.5,2.82,39.23,0,7.96,0,0
673,1,1.9,0,13,1,35,0.4,142,6,14,1096.0,1570,3541,18,17,4,1,0,1,3,27,306,1.431,100.77,590.17,4.74,9.84,4,40.37,3,0
1219,0,1.6,1,5,0,4,0.3,169,6,7,1419.0,1698,1998,9,2,4,0,0,0,2,12,18,1.196,221.29,333.0,7.21,1.95,1,19.18,1,1
1606,1,0.5,1,0,1,33,0.9,200,5,0,157.0,770,3437,11,1,2,1,0,0,3,0,11,4.873,65.49,687.4,8.03,9.55,4,8.59,3,2
1603,1,0.5,1,1,1,17,0.5,114,2,8,430.0,1207,1637,17,3,11,1,0,1,1,9,51,2.8,71.18,818.5,14.06,10.01,5,1.64,1,2
1958,0,0.5,0,6,1,52,0.4,153,1,14,1524.0,1848,3064,7,6,3,1,0,0,3,20,42,1.212,299.42,3064.0,12.8,16.82,2,1.53,3,2
695,0,0.5,0,16,1,12,0.6,196,2,19,1649.0,1829,2855,16,13,7,1,1,1,2,35,208,1.108,144.86,1427.5,3.55,4.16,4,2.86,2,0
1441,0,0.6,1,0,1,53,0.5,106,1,12,254.0,954,1393,9,4,4,1,1,1,1,12,36,3.741,98.72,1393.0,13.59,36.29,5,0.84,1,1
1470,0,2.2,1,4,1,33,0.4,138,7,10,1790.0,1988,1633,18,4,4,1,0,0,2,14,72,1.11,140.8,233.29,10.65,19.47,3,25.15,1,1
1890,0,1.1,0,4,1,48,0.5,127,4,5,1438.0,1832,2392,10,4,15,1,0,1,3,9,40,1.273,211.72,598.0,14.88,19.7,3,10.52,2,2
1152,1,2.1,1,0,1,26,0.3,82,2,0,1304.0,1673,3284,15,2,8,1,0,1,3,0,30,1.282,132.57,1642.0,14.05,7.86,5,13.79,3,1
1619,1,0.9,0,3,0,20,0.9,117,6,9,813.0,1180,464,7,5,16,1,0,1,0,12,35,1.45,179.12,77.33,13.84,36.16,3,2.51,0,2
1002,1,1.8,0,1,0,45,0.7,180,7,7,948.0,1007,1234,19,13,18,1,1,0,0,8,247,1.061,69.15,176.29,5.57,34.48,3,15.55,1,1
742,1,0.5,0,0,1,36,0.7,139,3,1,1161.0,1288,292,8,6,6,1,1,1,0,1,48,1.108,192.67,97.33,5.34,93.47,5,0.44,0,0
1306,1,2.1,1,2,1,33,0.4,174,3,9,867.0,1258,2521,6,5,16,1,0,0,2,11,30,1.449,218.26,840.33,7.51,12.88,4,15.88,2,1
1424,1,2.9,1,0,0,20,0.6,180,5,0,181.0,1199,2658,15,6,19,1,0,0,2,0,90,6.588,75.79,531.6,7.91,7.42,3,38.54,2,1
